,year,ceremony,award_En,award_Ch,movie_En,movie_Ch,wonOscar
2132,1949,21,"Best Sound, Recording",最佳录音,Moonrise,月升时分,0
2133,1949,21,"Best Art Direction-Set Decoration, Black-and-White",黑白片最佳艺术指导和布景,Hamlet,王子复仇记,1
2134,1949,21,"Best Art Direction-Set Decoration, Black-and-White",黑白片最佳艺术指导和布景,Johnny Belinda,心声泪影,0
2135,1949,21,"Best Art Direction-Set Decoration, Color",彩色片最佳艺术指导和布景,The Red Shoes,红菱艳,1
2136,1949,21,"Best Art Direction-Set Decoration, Color",彩色片最佳艺术指导和布景,Joan of Arc,圣女贞德,0
2137,1949,21,"Best Costume Design, Black-and-White",黑白片最佳服装设计,Hamlet,王子复仇记,0
2138,1949,21,"Best Costume Design, Black-and-White",黑白片最佳服装设计,B.F.'s Daughter,金粉美人,0
2139,1949,21,"Best Costume Design, Color",彩色片最佳服装设计,Joan of Arc,圣女贞德,1
2140,1949,21,"Best Costume Design, Color",彩色片最佳服装设计,The Emperor Waltz,璇宫艳舞,0
2141,1949,21,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,Easter Parade,花开蝶满枝,1
2142,1949,21,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,When My Baby Smiles at Me,情人的微笑,0
2143,1949,21,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,The Emperor Waltz,璇宫艳舞,0
2144,1949,21,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,The Pirate,风流海盗,0
2145,1949,21,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,Romance on the High Seas,公海上的罗曼史,0
2146,1949,21,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,The Red Shoes,红菱艳,1
2147,1949,21,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,Hamlet,王子复仇记,0
2148,1949,21,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,Johnny Belinda,心声泪影,0
2149,1949,21,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,Joan of Arc,圣女贞德,0
2150,1949,21,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,The Snake Pit,蛇穴,0
2151,1949,21,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,The Paleface,脂粉双枪侠,1
2152,1949,21,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Romance on the High Seas,公海上的罗曼史,0
2153,1949,21,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,That Lady in Ermine,皮裘大衣女人,0
2154,1949,21,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Wet Blanket Policy,调皮的啄木鸟,0
2155,1949,21,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Casbah,卡斯巴,0
2156,1949,21,"Best Short Film, Animated",最佳动画短片,The Little Orphan,小孤儿,1
2157,1949,21,"Best Short Film, Animated",最佳动画短片,Mickey and the Seal,米奇和海豹,0
2158,1949,21,"Best Short Film, Animated",最佳动画短片,Mouse Wreckers,老鼠逗猫,0
2159,1949,21,"Best Short Film, Animated",最佳动画短片,Tea for Two Hundred,两百杯茶,0
2160,1949,21,"Best Short Film, Animated",最佳动画短片,Robin Hoodlum,罗宾汉小阿飞,0
2161,1949,21,"Best Short Subject, Two-reel",最佳两本实景短片,Seal Island,海豹岛,1
2162,1949,21,"Best Short Subject, Two-reel",最佳两本实景短片,Stampede,Calgary,0
2163,1949,21,"Best Short Subject, Two-reel",最佳两本实景短片,to Blazes!,Going,0
2164,1949,21,"Best Short Subject, Two-reel",最佳两本实景短片,Samba-Mania,Samba-Mani,0
2165,1949,21,"Best Short Subject, Two-reel",最佳两本实景短片,Capers,Snow,0
2166,1949,21,"Best Short Subject, One-reel",最佳单本实景短片,Människor i stad - En kortfilm från Stockholm,城市交响曲,1
2167,1949,21,"Best Short Subject, One-reel",最佳单本实景短片,Horse,Cinderella,0
2168,1949,21,"Best Short Subject, One-reel",最佳单本实景短片,Was a Wonder,Annie,0
2169,1949,21,"Best Short Subject, One-reel",最佳单本实景短片,You Want to Be on the Radio,So,0
2170,1949,21,"Best Short Subject, One-reel",最佳单本实景短片,Can't Win,You,0
2171,1949,21,"Best Documentary, Short Subjects",最佳纪录短片,Toward Independence,走向独立,1
2172,1949,21,"Best Documentary, Short Subjects",最佳纪录短片,Operation Vittles,柏林封锁,0
2173,1949,21,"Best Documentary, Short Subjects",最佳纪录短片,to Heart,Heart,0
2174,1950,22,Best Motion Picture of the Year,最佳影片,All the King's Men,当代奸雄,1
2175,1950,22,Best Motion Picture of the Year,最佳影片,The Heiress,女继承人,0
2176,1950,22,Best Motion Picture of the Year,最佳影片,Twelve O'Clock High,晴空血战史,0
2177,1950,22,Best Motion Picture of the Year,最佳影片,Battleground,战场,0
2178,1950,22,Best Motion Picture of the Year,最佳影片,A Letter to Three Wives,三妻艳史,0
2179,1950,22,Best Achievement in Directing,最佳导演,Joseph L. Mankiewicz,约瑟夫·L·曼凯维奇,1
2180,1950,22,Best Achievement in Directing,最佳导演,William Wyler,威廉·惠勒,0
2181,1950,22,Best Achievement in Directing,最佳导演,William A. Wellman,威廉·A·韦尔曼,0
2182,1950,22,Best Achievement in Directing,最佳导演,Robert Rossen,罗伯特·罗森,0
2183,1950,22,Best Achievement in Directing,最佳导演,Carol Reed,卡罗尔·里德,0
2184,1950,22,Best Performance by an Actor in a Leading Role,最佳男主角,Broderick Crawford,布罗德里克·克劳福德,1
2185,1950,22,Best Performance by an Actor in a Leading Role,最佳男主角,Gregory Peck,格利高里·派克,0
2186,1950,22,Best Performance by an Actor in a Leading Role,最佳男主角,Richard Todd,理查德·托德,0
2187,1950,22,Best Performance by an Actor in a Leading Role,最佳男主角,John Wayne,约翰·韦恩,0
2188,1950,22,Best Performance by an Actor in a Leading Role,最佳男主角,Kirk Douglas,柯克·道格拉斯,0
2189,1950,22,Best Performance by an Actress in a Leading Role,最佳女主角,Olivia de Havilland,奥利维娅·德哈维兰,1
2190,1950,22,Best Performance by an Actress in a Leading Role,最佳女主角,Jeanne Crain,珍妮·克雷恩,0
2191,1950,22,Best Performance by an Actress in a Leading Role,最佳女主角,Deborah Kerr,黛博拉·蔻儿,0
2192,1950,22,Best Performance by an Actress in a Leading Role,最佳女主角,Loretta Young,洛丽泰·扬,0
2193,1950,22,Best Performance by an Actress in a Leading Role,最佳女主角,Susan Hayward,苏珊·海沃德,0
2194,1950,22,Best Performance by an Actor in a Supporting Role,最佳男配角,Dean Jagger,迪恩·贾格尔,1
2195,1950,22,Best Performance by an Actor in a Supporting Role,最佳男配角,Ralph Richardson,拉尔夫·理查德森,0
2196,1950,22,Best Performance by an Actor in a Supporting Role,最佳男配角,James Whitmore,詹姆斯·惠特摩,0
2197,1950,22,Best Performance by an Actor in a Supporting Role,最佳男配角,John Ireland,约翰·爱尔兰,0
2198,1950,22,Best Performance by an Actor in a Supporting Role,最佳男配角,Arthur Kennedy,阿瑟·肯尼迪,0
2199,1950,22,Best Performance by an Actress in a Supporting Role,最佳女配角,Mercedes McCambridge,梅赛德丝·麦坎布雷奇,1
2200,1950,22,Best Performance by an Actress in a Supporting Role,最佳女配角,Ethel Barrymore,埃塞尔·巴里摩尔,0
2201,1950,22,Best Performance by an Actress in a Supporting Role,最佳女配角,Ethel Waters,埃塞尔·沃特斯,0
2202,1950,22,Best Performance by an Actress in a Supporting Role,最佳女配角,Elsa Lanchester,爱尔莎·兰切斯特,0
2203,1950,22,Best Performance by an Actress in a Supporting Role,最佳女配角,Celeste Holm,西莱斯特·霍姆,0
2204,1950,22,"Best Writing, Screenplay",最佳编剧,A Letter to Three Wives,三妻艳史,1
2205,1950,22,"Best Writing, Screenplay",最佳编剧,All the King's Men,当代奸雄,0
2206,1950,22,"Best Writing, Screenplay",最佳编剧,Ladri di biciclette,偷自行车的人,0
2207,1950,22,"Best Writing, Screenplay",最佳编剧,Champion,夺得锦标归,0
2208,1950,22,"Best Writing, Screenplay",最佳编剧,The Fallen Idol,堕落的偶像,0
2209,1950,22,"Best Writing, Motion Picture Story",最佳电影故事,The Stratton Story,斯特拉顿传奇,1
2210,1950,22,"Best Writing, Motion Picture Story",最佳电影故事,Come to the Stable,圣女歌声,0
2211,1950,22,"Best Writing, Motion Picture Story",最佳电影故事,Sands of Iwo Jima,硫磺岛浴血战,0
2212,1950,22,"Best Writing, Motion Picture Story",最佳电影故事,White Heat,歼匪喋血战,0
2213,1950,22,"Best Writing, Motion Picture Story",最佳电影故事,It Happens Every Spring,逢春必现,0
2214,1950,22,"Best Writing, Story and Screenplay",最佳故事/编剧,Battleground,战场,1
2215,1950,22,"Best Writing, Story and Screenplay",最佳故事/编剧,Jolson Sings Again,银城歌王,0
2216,1950,22,"Best Writing, Story and Screenplay",最佳故事/编剧,Paisà,战火,0
2217,1950,22,"Best Writing, Story and Screenplay",最佳故事/编剧,Passport to Pimlico,通往皮姆利科的护照,0
2218,1950,22,"Best Writing, Story and Screenplay",最佳故事/编剧,The Quiet One,沉默的人,0
2219,1950,22,"Best Documentary, Features",最佳纪录长片,Daybreak in Udi,乌地的黎明,1
2220,1950,22,"Best Documentary, Features",最佳纪录长片,Kenji Comes Home,天鸷回家,0
2221,1950,22,"Best Cinematography, Color",彩色片最佳摄影,She Wore a Yellow Ribbon,黄巾骑兵队,1
2222,1950,22,"Best Cinematography, Color",彩色片最佳摄影,Jolson Sings Again,银城歌王,0
2223,1950,22,"Best Cinematography, Color",彩色片最佳摄影,Little Women,小妇人,0
2224,1950,22,"Best Cinematography, Color",彩色片最佳摄影,The Barkleys of Broadway,金偻帝后,0
2225,1950,22,"Best Cinematography, Color",彩色片最佳摄影,Sand,沙,0
2226,1950,22,"Best Cinematography, Black-and-White",黑白片最佳摄影,Battleground,战场,1
2227,1950,22,"Best Cinematography, Black-and-White",黑白片最佳摄影,The Heiress,女继承人,0
2228,1950,22,"Best Cinematography, Black-and-White",黑白片最佳摄影,Come to the Stable,圣女歌声,0
2229,1950,22,"Best Cinematography, Black-and-White",黑白片最佳摄影,Prince of Foxes,狐狸王子,0
2230,1950,22,"Best Cinematography, Black-and-White",黑白片最佳摄影,Champion,夺得锦标归,0
2231,1950,22,Best Achievement in Film Editing,最佳剪辑,Champion,夺得锦标归,1
2232,1950,22,Best Achievement in Film Editing,最佳剪辑,Battleground,战场,0
2233,1950,22,Best Achievement in Film Editing,最佳剪辑,All the King's Men,当代奸雄,0
2234,1950,22,Best Achievement in Film Editing,最佳剪辑,Sands of Iwo Jima,硫磺岛浴血战,0
2235,1950,22,Best Achievement in Film Editing,最佳剪辑,The Window,窗,0
2236,1950,22,"Best Effects, Special Effects",最佳特效,Mighty Joe Young,巨猩乔扬,1
2237,1950,22,"Best Effects, Special Effects",最佳特效,Tulsa,塔尔萨,0
2238,1950,22,"Best Sound, Recording",最佳录音,Twelve O'Clock High,晴空血战史,1
2239,1950,22,"Best Sound, Recording",最佳录音,Sands of Iwo Jima,硫磺岛浴血战,0
2240,1950,22,"Best Sound, Recording",最佳录音,"Once More, My Darling",痴凤求凰,0
2241,1950,22,"Best Art Direction-Set Decoration, Black-and-White",黑白片最佳艺术指导和布景,The Heiress,女继承人,1
2242,1950,22,"Best Art Direction-Set Decoration, Black-and-White",黑白片最佳艺术指导和布景,Come to the Stable,圣女歌声,0
2243,1950,22,"Best Art Direction-Set Decoration, Black-and-White",黑白片最佳艺术指导和布景,Madame Bovary,包法利夫人,0
2244,1950,22,"Best Art Direction-Set Decoration, Color",彩色片最佳艺术指导和布景,Little Women,小妇人,1
2245,1950,22,"Best Art Direction-Set Decoration, Color",彩色片最佳艺术指导和布景,Adventures of Don Juan,剑侠唐璜,0
2246,1950,22,"Best Art Direction-Set Decoration, Color",彩色片最佳艺术指导和布景,Saraband for Dead Lovers,深宫残梦,0
2247,1950,22,"Best Costume Design, Black-and-White",黑白片最佳服装设计,The Heiress,女继承人,1
2248,1950,22,"Best Costume Design, Black-and-White",黑白片最佳服装设计,Prince of Foxes,狐狸王子,0
2249,1950,22,"Best Costume Design, Color",彩色片最佳服装设计,Adventures of Don Juan,剑侠唐璜,1
2250,1950,22,"Best Costume Design, Color",彩色片最佳服装设计,Mother Is a Freshman,母女菀,0
2251,1950,22,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,On the Town,锦城春色,1
2252,1950,22,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,Jolson Sings Again,银城歌王,0
2253,1950,22,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,Look for the Silver Lining,寻求希望,0
2254,1950,22,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,The Heiress,女继承人,1
2255,1950,22,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,Champion,夺得锦标归,0
2256,1950,22,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,Beyond the Forest,越过森林,0
2257,1950,22,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Neptune's Daughter,洛水神仙,1
2258,1950,22,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Come to the Stable,圣女歌声,0
2259,1950,22,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,So Dear to My Heart,悠情伴我心,0
2260,1950,22,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,My Foolish Heart,芳心蒙昧,0
2261,1950,22,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,It's a Great Feeling,感觉好极了,0
2262,1950,22,"Best Short Film, Animated",最佳动画短片,For Scent-imental Reasons,由于有点印象,1
2263,1950,22,"Best Short Film, Animated",最佳动画短片,Canary Row,小小鸟智斗黑猫,0
2264,1950,22,"Best Short Film, Animated",最佳动画短片,Hatch Up Your Troubles,麻烦的诞生,0
2265,1950,22,"Best Short Film, Animated",最佳动画短片,Toy Tinkers,玩具修补匠,0
2266,1950,22,"Best Short Film, Animated",最佳动画短片,The Magic Fluke,幸运魔法,0
2267,1950,22,"Best Short Subject, Two-reel",最佳两本实景短片,Van Gogh,梵·高,1
2268,1950,22,"Best Short Subject, Two-reel",最佳两本实景短片,Snow Carnival,冰雪狂欢,0
2269,1950,22,"Best Short Subject, Two-reel",最佳两本实景短片,The Grass Is Always Greener,这山望着那山高,0
2270,1950,22,"Best Short Subject, Two-reel",最佳两本实景短片,Boy and the Eagle,男孩与鹰,0
2271,1950,22,"Best Short Subject, Two-reel",最佳两本实景短片,Chase of Death,死亡追逐,0
2272,1950,22,"Best Short Subject, One-reel",最佳单本实景短片,Aquatic House Party,龙宫派对,1
2273,1950,22,"Best Short Subject, One-reel",最佳单本实景短片,Trix,Water,0
2274,1950,22,"Best Short Subject, One-reel",最佳单本实景短片,Roller Derby Girl,轮滑女孩,0
2275,1950,22,"Best Short Subject, One-reel",最佳单本实景短片,So You Think You're Not Guilty,所以你认为你无罪,0
2276,1950,22,"Best Short Subject, One-reel",最佳单本实景短片,and Chills,Spills,0
2277,1950,22,"Best Documentary, Short Subjects",最佳纪录短片,So Much for So Little,微小付出，丰厚回报,1
2278,1950,22,"Best Documentary, Short Subjects",最佳纪录短片,A Chance to Live,一线生机,1
2279,1950,22,"Best Documentary, Short Subjects",最佳纪录短片,1848,一八四八,0
2280,1950,22,"Best Documentary, Short Subjects",最佳纪录短片,The Rising Tide,上涨的潮水,0
2281,1951,23,Best Motion Picture of the Year,最佳影片,All About Eve,彗星美人,1
2282,1951,23,Best Motion Picture of the Year,最佳影片,King Solomon's Mines,所罗门王宝藏,0
2283,1951,23,Best Motion Picture of the Year,最佳影片,Father of the Bride,岳父大人,0
2284,1951,23,Best Motion Picture of the Year,最佳影片,Born Yesterday,绛帐海堂春,0
